names,owner,private,fork,archived,created_at,fork_count,open_issues,stargazers_count,watchers_count,stars_url,contributors_url,commits_url,downloaded_at
scotty,irods,FALSE,FALSE,FALSE,2014-01-28T14:24:56Z,1,21,0,0,https://api.github.com/repos/irods/scotty/stargazers,https://api.github.com/repos/irods/scotty/contributors,https://api.github.com/repos/irods/scotty/commits,"05 June, 2023"
irods_resource_plugin_tds,irods,FALSE,FALSE,FALSE,2014-02-03T18:59:56Z,1,1,0,0,https://api.github.com/repos/irods/irods_resource_plugin_tds/stargazers,https://api.github.com/repos/irods/irods_resource_plugin_tds/contributors,https://api.github.com/repos/irods/irods_resource_plugin_tds/commits,"05 June, 2023"
irods_resource_plugin_hpss,irods,FALSE,FALSE,FALSE,2014-02-05T20:53:23Z,1,2,0,0,https://api.github.com/repos/irods/irods_resource_plugin_hpss/stargazers,https://api.github.com/repos/irods/irods_resource_plugin_hpss/contributors,https://api.github.com/repos/irods/irods_resource_plugin_hpss/commits,"05 June, 2023"
irods_microservice_plugins_hdf5,irods,FALSE,FALSE,FALSE,2014-02-11T20:26:43Z,0,0,0,0,https://api.github.com/repos/irods/irods_microservice_plugins_hdf5/stargazers,https://api.github.com/repos/irods/irods_microservice_plugins_hdf5/contributors,https://api.github.com/repos/irods/irods_microservice_plugins_hdf5/commits,"05 June, 2023"
irods_auth_plugin_gsi,irods,FALSE,FALSE,FALSE,2014-02-19T02:52:17Z,3,5,1,1,https://api.github.com/repos/irods/irods_auth_plugin_gsi/stargazers,https://api.github.com/repos/irods/irods_auth_plugin_gsi/contributors,https://api.github.com/repos/irods/irods_auth_plugin_gsi/commits,"05 June, 2023"
irods_netcdf,irods,FALSE,FALSE,FALSE,2014-02-19T14:46:31Z,4,6,1,1,https://api.github.com/repos/irods/irods_netcdf/stargazers,https://api.github.com/repos/irods/irods_netcdf/contributors,https://api.github.com/repos/irods/irods_netcdf/commits,"05 June, 2023"
lib_mysqludf_preg,irods,FALSE,TRUE,FALSE,2014-02-19T20:33:21Z,0,0,0,0,https://api.github.com/repos/irods/lib_mysqludf_preg/stargazers,https://api.github.com/repos/irods/lib_mysqludf_preg/contributors,https://api.github.com/repos/irods/lib_mysqludf_preg/commits,"05 June, 2023"
irods_auth_plugin_kerberos,irods,FALSE,FALSE,FALSE,2014-03-12T14:37:48Z,9,5,2,2,https://api.github.com/repos/irods/irods_auth_plugin_kerberos/stargazers,https://api.github.com/repos/irods/irods_auth_plugin_kerberos/contributors,https://api.github.com/repos/irods/irods_auth_plugin_kerberos/commits,"05 June, 2023"
irods_microservice_plugins_curl,irods,FALSE,FALSE,FALSE,2014-03-14T18:53:40Z,10,5,2,2,https://api.github.com/repos/irods/irods_microservice_plugins_curl/stargazers,https://api.github.com/repos/irods/irods_microservice_plugins_curl/contributors,https://api.github.com/repos/irods/irods_microservice_plugins_curl/commits,"05 June, 2023"
irods_microservice_plugin_z3950,irods,FALSE,FALSE,FALSE,2014-03-14T18:57:54Z,0,1,0,0,https://api.github.com/repos/irods/irods_microservice_plugin_z3950/stargazers,https://api.github.com/repos/irods/irods_microservice_plugin_z3950/contributors,https://api.github.com/repos/irods/irods_microservice_plugin_z3950/commits,"05 June, 2023"
baton,irods,FALSE,TRUE,FALSE,2014-06-02T13:52:18Z,0,0,1,1,https://api.github.com/repos/irods/baton/stargazers,https://api.github.com/repos/irods/baton/contributors,https://api.github.com/repos/irods/baton/commits,"05 June, 2023"
python-irodsclient,irods,FALSE,FALSE,FALSE,2014-08-12T13:12:28Z,70,63,52,52,https://api.github.com/repos/irods/python-irodsclient/stargazers,https://api.github.com/repos/irods/python-irodsclient/contributors,https://api.github.com/repos/irods/python-irodsclient/commits,"05 June, 2023"
cctools,irods,FALSE,TRUE,FALSE,2014-08-21T16:48:03Z,1,0,0,0,https://api.github.com/repos/irods/cctools/stargazers,https://api.github.com/repos/irods/cctools/contributors,https://api.github.com/repos/irods/cctools/commits,"05 June, 2023"
schemas,irods,FALSE,FALSE,FALSE,2014-09-02T19:18:27Z,0,0,0,0,https://api.github.com/repos/irods/schemas/stargazers,https://api.github.com/repos/irods/schemas/contributors,https://api.github.com/repos/irods/schemas/commits,"05 June, 2023"
presentations,irods,FALSE,FALSE,FALSE,2014-09-03T15:25:18Z,0,0,0,0,https://api.github.com/repos/irods/presentations/stargazers,https://api.github.com/repos/irods/presentations/contributors,https://api.github.com/repos/irods/presentations/commits,"05 June, 2023"
irods_zonereport,irods,FALSE,FALSE,FALSE,2014-09-13T20:13:39Z,0,3,0,0,https://api.github.com/repos/irods/irods_zonereport/stargazers,https://api.github.com/repos/irods/irods_zonereport/contributors,https://api.github.com/repos/irods/irods_zonereport/commits,"05 June, 2023"
