stars_url,stargazers_names
https://api.github.com/repos/irods/python-irodsclient/stargazers,jjkoehorst
https://api.github.com/repos/irods/python-irodsclient/stargazers,MarkBruurmijn
https://api.github.com/repos/irods/python-irodsclient/stargazers,jppzanetti
https://api.github.com/repos/irods/python-irodsclient/stargazers,cjsmeele
https://api.github.com/repos/irods/python-irodsclient/stargazers,jbest
https://api.github.com/repos/irods/python-irodsclient/stargazers,stsnel
https://api.github.com/repos/irods/python-irodsclient/stargazers,mvdbeek
https://api.github.com/repos/irods/python-irodsclient/stargazers,w-bonelli
https://api.github.com/repos/irods/python-irodsclient/stargazers,stefanpeidli
https://api.github.com/repos/irods/python-irodsclient/stargazers,murodin
https://api.github.com/repos/irods/python-irodsclient/stargazers,mgalland
https://api.github.com/repos/irods/python-irodsclient/stargazers,jspijker
https://api.github.com/repos/irods/python-irodsclient/stargazers,congzong
https://api.github.com/repos/irods/python-irodsclient/stargazers,darked89
https://api.github.com/repos/irods/python-irodsclient/stargazers,joskid
https://api.github.com/repos/irods/python-irodsclient/stargazers,Nova38
https://api.github.com/repos/irods/python-irodsclient/stargazers,mherkazandjian
https://api.github.com/repos/irods/python-irodsclient/stargazers,hanytran
https://api.github.com/repos/irods/python-irodsclient/stargazers,nehamoopen
https://api.github.com/repos/irods/python-irodsclient/stargazers,aswinvk28
https://api.github.com/repos/irods/python-irodsclient/stargazers,seekzzh
https://api.github.com/repos/irods/python-irodsclient/stargazers,d-w-moore
https://api.github.com/repos/irods/irods_resource_plugin_rados/stargazers,ablekh
https://api.github.com/repos/irods/irods_resource_plugin_rados/stargazers,cassj
https://api.github.com/repos/irods/irods_resource_plugin_rados/stargazers,wwdillingham
https://api.github.com/repos/irods/irods_resource_plugin_rados/stargazers,joergsteinkamp
https://api.github.com/repos/irods/irods_resource_plugin_rados/stargazers,samrose
https://api.github.com/repos/irods/irods_resource_plugin_rados/stargazers,geonux
https://api.github.com/repos/irods/irods_resource_plugin_rados/stargazers,ektechxyz
https://api.github.com/repos/irods/libs3/stargazers,murodin
https://api.github.com/repos/irods/irods_testing_zone_bundle/stargazers,alanking
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,michael-conway
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,samrose
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,joergsteinkamp
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,cynici
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,cjsmeele
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,joskid
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,yr-wang-hit
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_rule_engine_plugin_python/stargazers,stsnel
https://api.github.com/repos/irods/irods_client_library_r_rest/stargazers,michael-conway
https://api.github.com/repos/irods/irods_client_library_r_rest/stargazers,samuell
https://api.github.com/repos/irods/irods_client_library_r_rest/stargazers,LiNk-NY
https://api.github.com/repos/irods/irods_client_library_r_rest/stargazers,J535D165
https://api.github.com/repos/irods/irods_client_library_r_rest/stargazers,btmonier
https://api.github.com/repos/irods/irods_client_library_r_rest/stargazers,drighelli
https://api.github.com/repos/irods/irods_client_library_r_rest/stargazers,jwijffels
https://api.github.com/repos/irods/externals/stargazers,kript
https://api.github.com/repos/irods/autoconf/stargazers,evannagle
https://api.github.com/repos/irods/autoconf/stargazers,hy0kl
https://api.github.com/repos/irods/autoconf/stargazers,rvukovic
https://api.github.com/repos/irods/irods_client_icommands/stargazers,carrgilson
https://api.github.com/repos/irods/irods_client_icommands/stargazers,ryanspletzer
https://api.github.com/repos/irods/irods_client_icommands/stargazers,bzizou
https://api.github.com/repos/irods/irods_client_icommands/stargazers,michael-conway
https://api.github.com/repos/irods/irods_client_icommands/stargazers,tledoux
https://api.github.com/repos/irods/irods_client_icommands/stargazers,alanking
https://api.github.com/repos/irods/irods_client_icommands/stargazers,jmarshall
https://api.github.com/repos/irods/irods_client_icommands/stargazers,joergsteinkamp
https://api.github.com/repos/irods/irods_client_icommands/stargazers,efflamlemaillet
https://api.github.com/repos/irods/irods_client_icommands/stargazers,joskid
https://api.github.com/repos/irods/irods_client_icommands/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_client_icommands/stargazers,gromdimon
https://api.github.com/repos/irods/irods_client_fuse/stargazers,ablekh
https://api.github.com/repos/irods/irods_client_fuse/stargazers,rorist
https://api.github.com/repos/irods/irods_client_fuse/stargazers,rmsds
https://api.github.com/repos/irods/irods_client_fuse/stargazers,mbomhoff
https://api.github.com/repos/irods/irods_client_fuse/stargazers,c-mart
https://api.github.com/repos/irods/irods_client_fuse/stargazers,stsnel
https://api.github.com/repos/irods/irods_client_fuse/stargazers,brewer-algosec
https://api.github.com/repos/irods/irods_client_fuse/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_rule_engine_plugin_audit_amqp/stargazers,samalloing
https://api.github.com/repos/irods/irods_rule_engine_plugin_audit_amqp/stargazers,samrose
https://api.github.com/repos/irods/irods_training/stargazers,aliceminotto
https://api.github.com/repos/irods/irods_training/stargazers,paluchas
https://api.github.com/repos/irods/irods_training/stargazers,michael-conway
https://api.github.com/repos/irods/irods_training/stargazers,jhuguetn
https://api.github.com/repos/irods/irods_training/stargazers,alanking
https://api.github.com/repos/irods/irods_training/stargazers,andrese52
https://api.github.com/repos/irods/irods_training/stargazers,langk
https://api.github.com/repos/irods/irods_training/stargazers,vortexing
https://api.github.com/repos/irods/irods_training/stargazers,pphuth
https://api.github.com/repos/irods/irods_training/stargazers,jwijffels
https://api.github.com/repos/irods/irods_training/stargazers,darked89
https://api.github.com/repos/irods/irods_training/stargazers,joskid
https://api.github.com/repos/irods/irods_training/stargazers,marshallmcdonnell
https://api.github.com/repos/irods/irods_training/stargazers,fabic
https://api.github.com/repos/irods/irods_training/stargazers,hanytran
https://api.github.com/repos/irods/irods_docs/stargazers,alanking
https://api.github.com/repos/irods/irods_docs/stargazers,d-w-moore
https://api.github.com/repos/irods/irods_docs/stargazers,stsnel
https://api.github.com/repos/irods/irods.org/stargazers,bgarcial
https://api.github.com/repos/irods/irods_api_plugin_multipart/stargazers,samalloing
https://api.github.com/repos/irods/irods_api_plugin_adapter/stargazers,michael-conway
https://api.github.com/repos/irods/irods_api_plugin_adapter/stargazers,samalloing
https://api.github.com/repos/irods/irods_client_library_r_cpp/stargazers,seandavi
https://api.github.com/repos/irods/irods_client_library_r_cpp/stargazers,J535D165
https://api.github.com/repos/irods/irods_client_library_r_cpp/stargazers,jwijffels
https://api.github.com/repos/irods/irods_client_library_r_cpp/stargazers,MartinSchobben
https://api.github.com/repos/irods/irods_client_library_r_cpp/stargazers,japhir
https://api.github.com/repos/irods/irods_client_library_r_cpp/stargazers,frankfanslc
https://api.github.com/repos/irods/irods_client_library_r_cpp/stargazers,nehamoopen
https://api.github.com/repos/irods/irods_schema_metadata_templates/stargazers,samalloing
https://api.github.com/repos/irods/irods_schema_metadata_templates/stargazers,subotic
https://api.github.com/repos/irods/irods_python_ci_utilities/stargazers,alanking
https://api.github.com/repos/irods/irods_capability_storage_tiering/stargazers,LordFPL
https://api.github.com/repos/irods/irods_capability_storage_tiering/stargazers,murlock
https://api.github.com/repos/irods/irods_capability_storage_tiering/stargazers,kazunoriohki
https://api.github.com/repos/irods/irods_capability_storage_tiering/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_rfcs/stargazers,alanking
https://api.github.com/repos/irods/irods_rfcs/stargazers,michael-conway
https://api.github.com/repos/irods/mungefs/stargazers,JesseTG
https://api.github.com/repos/irods/mungefs/stargazers,SwooshyCueb
https://api.github.com/repos/irods/mungefs/stargazers,brewer-algosec
https://api.github.com/repos/irods/mungefs/stargazers,Dieterbe
https://api.github.com/repos/irods/mungefs/stargazers,euclio
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,alanking
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,samrose
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,langk
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,rmoreas
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,toktammm
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,chrstphdm
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,joskid
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,svilenkov
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,gaybro8777
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,rkm
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,messersc
https://api.github.com/repos/irods/irods_capability_automated_ingest/stargazers,pateldes
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,johnworth
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,rch
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,paladin74
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,Rob1king
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,murodin
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,brewer-algosec
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,darked89
https://api.github.com/repos/irods/irods_client_nfsrods/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_api_plugin_bulk_registration/stargazers,JamesLinus
https://api.github.com/repos/irods/irods_filesystem/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_testing_jenkins/stargazers,githubfoam
https://api.github.com/repos/irods/irods_testing_jenkins/stargazers,hanytran
https://api.github.com/repos/irods/irods_testing_jenkins/stargazers,ArneDeTemmermanKUL
https://api.github.com/repos/irods/irods_capability_indexing/stargazers,joskid
https://api.github.com/repos/irods/irods_client_cli/stargazers,alanking
https://api.github.com/repos/irods/irods_library_examples/stargazers,tledoux
https://api.github.com/repos/irods/irods_library_examples/stargazers,wirawan0
https://api.github.com/repos/irods/irods_client_library_cpp/stargazers,jacquayj
https://api.github.com/repos/irods/irods_client_library_c/stargazers,mherkazandjian
https://api.github.com/repos/irods/metalnx_search_endpoint_elasticsearch/stargazers,pateldes
https://api.github.com/repos/irods/metalnx_search_endpoint_elasticsearch/stargazers,joskid
https://api.github.com/repos/irods/irods_client_rest_cpp/stargazers,michael-conway
https://api.github.com/repos/irods/irods_client_rest_cpp/stargazers,blockspacer
https://api.github.com/repos/irods/irods_client_rest_cpp/stargazers,tedgin
https://api.github.com/repos/irods/irods_client_rest_cpp/stargazers,hurngchunlee
https://api.github.com/repos/irods/irods_client_rest_cpp/stargazers,w-bonelli
https://api.github.com/repos/irods/irods_client_rest_cpp/stargazers,darwinjob
https://api.github.com/repos/irods/irods_demo/stargazers,githubfoam
https://api.github.com/repos/irods/irods_demo/stargazers,kuhlaid
https://api.github.com/repos/irods/irods_demo/stargazers,qxzzxq
https://api.github.com/repos/irods/irods_demo/stargazers,messersc
https://api.github.com/repos/irods/irods_demo/stargazers,MartinSchobben
https://api.github.com/repos/irods/irods_development_environment/stargazers,lifa123
https://api.github.com/repos/irods/irods_development_environment/stargazers,ramonvansparrentak
https://api.github.com/repos/irods/irods_development_environment/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_development_environment/stargazers,korydraughn
https://api.github.com/repos/irods/irods_development_environment/stargazers,stsnel
https://api.github.com/repos/irods/irods_development_environment/stargazers,fiberbit
https://api.github.com/repos/irods/irods_rule_engine_plugin_logical_quotas/stargazers,anderbubble
https://api.github.com/repos/irods/irods_client_aws_lambda_s3/stargazers,jacquayj
https://api.github.com/repos/irods/irods_pattern_compute_to_data/stargazers,joskid
https://api.github.com/repos/irods/irods_client_globus_connector/stargazers,julianpistorius
https://api.github.com/repos/irods/irods_client_globus_connector/stargazers,qitsweauca
https://api.github.com/repos/irods/irods_libraries_transport/stargazers,jacquayj
https://api.github.com/repos/irods/irods_client_zone_management_tool/stargazers,yrro
https://api.github.com/repos/irods/irods_client_zone_management_tool/stargazers,langk
https://api.github.com/repos/irods/irods_client_zone_management_tool/stargazers,connectbo
https://api.github.com/repos/irods/irods_client_zone_management_tool/stargazers,aitrami
https://api.github.com/repos/irods/irods_client_zone_management_tool/stargazers,korydraughn
https://api.github.com/repos/irods/irods_client_zone_management_tool/stargazers,alexander-haller
https://api.github.com/repos/irods/libcxx-pretty-printers/stargazers,icestrawberryxjw
https://api.github.com/repos/irods/irods_testing_environment/stargazers,marshallmcdonnell
https://api.github.com/repos/irods/irods_testing_environment/stargazers,korydraughn
https://api.github.com/repos/irods/irods_testing_environment/stargazers,d-w-moore
https://api.github.com/repos/irods/irods_testing_environment/stargazers,mherkazandjian
https://api.github.com/repos/irods/irods_testing_environment/stargazers,stsnel
https://api.github.com/repos/irods/irods_testing_environment/stargazers,fiberbit
https://api.github.com/repos/irods/irods_client_library_rirods/stargazers,jspijker
https://api.github.com/repos/irods/irods_client_library_rirods/stargazers,calix015
https://api.github.com/repos/irods/irods_client_library_rirods/stargazers,Owain-S
